"YEAR","NTA2020","Pop1","MaleP","MdAge","Hsp1P","WNHP","BNHP","ANHP","OthNHP","MIncome"
2020,"BK1771",32,43.75,37.5,15.62,0,59.38,18.75,6.25,61976.98
2010,"BK1801",64762,44.7,36.7,8.88,18.21,66.3,3.98,2.63,63197.39
2011,"BK1801",64994,44.72,37,8.91,17.83,66.09,4.18,2.99,60833.65
2012,"BK1801",65227,44.74,37.3,8.92,17.46,65.88,4.36,3.38,62533.73
2013,"BK1801",65460,44.76,37.7,8.93,17.09,65.67,4.54,3.77,64786.52
2014,"BK1801",65692,44.78,38,8.94,16.72,65.46,4.72,4.16,66058.79
2015,"BK1801",65924,44.8,38.3,8.95,16.35,65.25,4.9,4.55,68346.82
2016,"BK1801",66157,44.82,38.6,8.96,15.98,65.04,5.08,4.94,70111
2017,"BK1801",66390,44.84,38.9,8.97,15.61,64.83,5.26,5.33,72918.81
2018,"BK1801",66622,44.86,39.3,8.98,15.24,64.62,5.44,5.72,74779.33
2019,"BK1801",66855,44.88,39.6,8.99,14.87,64.41,5.62,6.11,80029.02
2020,"BK1801",67087,44.86,39.9,8.97,14.53,64.17,5.81,6.51,78499.14
2010,"BK1802",45231,47.59,39.9,7.92,73.84,10.95,5.57,1.72,79075.6
2011,"BK1802",45403,47.62,40,8.03,72.77,11.15,6.05,2,77037.6
2012,"BK1802",45576,47.64,40,8.16,71.74,11.4,6.5,2.2,76056.3
2013,"BK1802",45748,47.66,40.1,8.29,70.71,11.65,6.95,2.4,76421.34
2014,"BK1802",45921,47.68,40.1,8.42,69.68,11.9,7.4,2.6,72921.32
2015,"BK1802",46093,47.7,40.2,8.55,68.65,12.15,7.85,2.8,73242.4
2016,"BK1802",46265,47.72,40.3,8.68,67.62,12.4,8.3,3,78518.56
2017,"BK1802",46438,47.74,40.3,8.81,66.59,12.65,8.75,3.2,87457.92
2018,"BK1802",46610,47.76,40.4,8.94,65.56,12.9,9.2,3.4,89933.39
2019,"BK1802",46783,47.78,40.4,9.07,64.53,13.15,9.65,3.6,94081.55
2020,"BK1802",46955,47.8,40.5,9.18,63.53,13.36,10.14,3.8,93812.27
2010,"BK1803",83693,43.92,35.9,8.29,5.89,81.03,2.63,2.16,61257.91
2011,"BK1803",84317,43.96,36.2,8.3,5.69,80.86,2.54,2.61,63344.49
2012,"BK1803",84941,44.02,36.6,8.3,5.48,80.72,2.48,3.02,64234.32
2013,"BK1803",85565,44.08,36.9,8.3,5.27,80.58,2.42,3.43,64481.92
2014,"BK1803",86189,44.14,37.3,8.3,5.06,80.44,2.36,3.84,65020.49
2015,"BK1803",86812,44.2,37.6,8.3,4.85,80.3,2.3,4.25,64226.91
2016,"BK1803",87436,44.26,38,8.3,4.64,80.16,2.24,4.66,65898.84
2017,"BK1803",88060,44.32,38.4,8.3,4.43,80.02,2.18,5.07,70332.75
2018,"BK1803",88684,44.38,38.7,8.3,4.22,79.88,2.12,5.48,71797.39
2019,"BK1803",89308,44.44,39,8.3,4.01,79.74,2.06,5.89,74173.57
2020,"BK1803",89932,44.52,39.4,8.27,3.83,79.59,2.05,6.27,74315.68
2010,"BK1891",0,0,0,0,0,0,0,0,0
2011,"BK1891",0,0,0,0,0,0,0,0,0
2012,"BK1891",0,0,0,0,0,0,0,0,0
2013,"BK1891",0,0,0,0,0,0,0,0,0
2014,"BK1891",0,0,0,0,0,0,0,0,0
2015,"BK1891",1,0,38.8,0,0,0,0,100,0
2016,"BK1891",1,0,46.5,100,0,0,0,0,0
2017,"BK1891",1,0,54.3,100,0,0,0,0,0
2018,"BK1891",1,0,62,100,0,0,0,0,0
2019,"BK1891",1,0,69.8,100,0,0,0,0,0
2020,"BK1891",1,0,77.5,100,0,0,0,0,0
2010,"BK1892",0,0,0,0,0,0,0,0,0
2011,"BK1892",0,0,0,0,0,0,0,0,0
2012,"BK1892",1,0,18,0,0,0,0,100,0
2013,"BK1892",1,0,18,0,0,0,0,100,0
2014,"BK1892",2,50,18,0,0,0,0,100,0
2015,"BK1892",2,50,18,0,0,0,0,100,0
2016,"BK1892",2,50,21,0,50,0,0,50,0
2017,"BK1892",3,66.67,24.5,0,33.33,0,0,66.67,0
2018,"BK1892",3,66.67,28,0,33.33,0,0,66.67,0
2019,"BK1892",4,75,31.5,0,50,0,0,50,0
2020,"BK1892",4,75,35,0,50,0,0,50,0
2010,"BK1893",0,0,0,0,0,0,0,0,0
2011,"BK1893",0,0,0,0,0,0,0,0,0
2012,"BK1893",1,0,18,0,0,0,0,100,0
2013,"BK1893",1,0,18,0,0,0,0,100,0
2014,"BK1893",2,50,18,0,0,0,0,100,0
2015,"BK1893",2,50,18,0,0,0,0,100,0
2016,"BK1893",3,33.33,18,0,0,0,0,100,0
2017,"BK1893",4,50,18,25,0,0,0,75,0
2018,"BK1893",4,75,18,25,0,0,0,75,0
2019,"BK1893",4,75,18,25,0,0,0,75,0
2020,"BK1893",5,80,18,20,0,0,0,80,0
2010,"BK5591",0,0,0,0,0,0,0,0,0
2011,"BK5591",2,0,18,0,0,0,0,100,0
2012,"BK5591",3,0,18,0,0,0,0,100,0
2013,"BK5591",4,0,18,0,0,25,0,75,0
2014,"BK5591",6,16.67,19.6,16.67,0,16.67,0,66.67,0
2015,"BK5591",8,25,24.5,12.5,12.5,25,0,50,0
2016,"BK5591",9,22.22,29.5,22.22,11.11,33.33,0,33.33,0
2017,"BK5591",11,27.27,34.4,27.27,9.09,36.36,0,27.27,0
2018,"BK5591",12,33.33,39.3,25,8.33,33.33,0,33.33,0
2019,"BK5591",14,35.71,44.2,28.57,14.29,42.86,0,14.29,0
2020,"BK5591",15,40,49.1,33.33,13.33,46.67,0,6.67,0
2010,"BK5691",37,40.54,35.8,0,67.57,32.43,0,0,39167
2011,"BK5691",35,40,34.5,2.86,65.71,31.43,0,0,39167
2012,"BK5691",34,38.24,33.2,2.94,64.71,29.41,0,2.94,59133.26
2013,"BK5691",32,37.5,31.9,3.12,65.62,31.25,0,0,67634.36
2014,"BK5691",31,38.71,30.6,6.45,64.52,29.03,0,0,66724.31
2015,"BK5691",29,37.93,29.2,6.9,62.07,27.59,0,3.45,65570.39
2016,"BK5691",27,37.04,27.9,7.41,62.96,25.93,0,3.7,68193.74
2017,"BK5691",26,34.62,26.6,11.54,61.54,26.92,0,0,72945.1
2018,"BK5691",24,33.33,25.3,12.5,58.33,25,0,4.17,76896.55
2019,"BK5691",23,34.78,24,13.04,56.52,26.09,0,4.35,78673.8
2020,"BK5691",21,33.33,22.7,14.29,57.14,23.81,0,4.76,82391.52
2010,"BK5692",0,0,0,0,0,0,0,0,0
2011,"BK5692",0,0,0,0,0,0,0,0,0
2012,"BK5692",0,0,0,0,0,0,0,0,0
2013,"BK5692",0,0,0,0,0,0,0,0,0
2014,"BK5692",0,0,0,0,0,0,0,0,0
2015,"BK5692",0,0,0,0,0,0,0,0,0
2016,"BK5692",0,0,0,0,0,0,0,0,0
2017,"BK5692",0,0,0,0,0,0,0,0,0
2018,"BK5692",0,0,0,0,0,0,0,0,0
2019,"BK5692",0,0,0,0,0,0,0,0,0
2020,"BK5692",0,0,0,0,0,0,0,0,0
2010,"BK5693",0,0,0,0,0,0,0,0,0
2011,"BK5693",0,0,0,0,0,0,0,0,0
2012,"BK5693",0,0,0,0,0,0,0,0,0
2013,"BK5693",0,0,0,0,0,0,0,0,0
2014,"BK5693",0,0,0,0,0,0,0,0,0
2015,"BK5693",0,0,0,0,0,0,0,0,0
2016,"BK5693",0,0,0,0,0,0,0,0,0
2017,"BK5693",0,0,0,0,0,0,0,0,0
2018,"BK5693",0,0,0,0,0,0,0,0,0
2019,"BK5693",0,0,0,0,0,0,0,0,0
2020,"BK5693",0,0,0,0,0,0,0,0,0
2010,"BX0101",52413,46.91,29.2,72.25,1.65,24.66,0.41,1.02,19966.65
2011,"BX0101",52944,46.83,29.5,71.8,1.8,24.91,0.44,1.05,21560.07
2012,"BX0101",53474,46.76,29.9,71.3,1.9,25.12,0.48,1.2,20225.82
2013,"BX0101",54004,46.69,30.2,70.8,2,25.33,0.52,1.35,20580.7
2014,"BX0101",54535,46.62,30.6,70.3,2.1,25.54,0.56,1.5,20423.93
2015,"BX0101",55066,46.55,30.9,69.8,2.2,25.75,0.6,1.65,19933.07
2016,"BX0101",55596,46.48,31.2,69.3,2.3,25.96,0.64,1.8,21476.87
2017,"BX0101",56126,46.41,31.6,68.8,2.4,26.17,0.68,1.95,23057.45
2018,"BX0101",56657,46.34,31.9,68.3,2.5,26.38,0.72,2.1,23635.57
2019,"BX0101",57188,46.27,32.3,67.8,2.6,26.59,0.76,2.25,22075.89
2020,"BX0101",57718,46.19,32.6,67.31,2.72,26.78,0.82,2.37,25656.93
2010,"BX0102",39214,46.81,29.3,69.09,1.46,27.51,0.8,1.14,21477.37
2011,"BX0102",39558,46.79,29.7,68.77,1.58,27.59,0.82,1.24,22283.74
2012,"BX0102",39901,46.78,30.1,68.44,1.66,27.68,0.84,1.38,22909.04
2013,"BX0102",40245,46.77,30.5,68.11,1.74,27.77,0.86,1.52,22264.12
2014,"BX0102",40589,46.76,30.9,67.78,1.82,27.86,0.88,1.66,22756.57
2015,"BX0102",40932,46.75,31.4,67.45,1.9,27.95,0.9,1.8,23461.48
2016,"BX0102",41276,46.74,31.8,67.12,1.98,28.04,0.92,1.94,25221.09
2017,"BX0102",41620,46.73,32.2,66.79,2.06,28.13,0.94,2.08,25906.49
2018,"BX0102",41964,46.72,32.6,66.46,2.14,28.22,0.96,2.22,26611.25
2019,"BX0102",42307,46.71,33,66.13,2.22,28.31,0.98,2.36,29209.03
2020,"BX0102",42651,46.66,33.4,65.79,2.28,28.4,1,2.54,28360.16
2010,"BX0201",15458,50.43,28.8,73.26,1.33,23.78,0.56,1.07,19608.36
2011,"BX0201",15425,50.34,29.3,73.05,1.34,23.9,0.61,1.1,19266.1
2012,"BX0201",15393,50.28,29.7,72.8,1.38,24,0.62,1.21,18068.62
2013,"BX0201",15360,50.22,30.2,72.55,1.42,24.1,0.63,1.3,19997.73
2014,"BX0201",15327,50.16,30.6,72.3,1.46,24.2,0.64,1.4,20337.84
2015,"BX0201",15294,50.1,31.1,72.05,1.5,24.3,0.65,1.51,21334.11
2016,"BX0201",15262,50.04,31.6,71.8,1.54,24.4,0.66,1.6,24378.54
2017,"BX0201",15229,49.98,32,71.55,1.58,24.5,0.67,1.7,26128.4
2018,"BX0201",15196,49.92,32.5,71.3,1.62,24.6,0.68,1.8,27551.34
2019,"BX0201",15164,49.86,32.9,71.05,1.66,24.7,0.69,1.89,22867.82
2020,"BX0201",15131,49.76,33.4,70.81,1.74,24.8,0.71,1.93,29979.52
2010,"BX0202",37942,46.86,29.5,75.14,1.37,21.71,0.62,1.15,22778.76
2011,"BX0202",38177,46.84,29.9,74.73,1.43,21.91,0.61,1.32,22115.85
2012,"BX0202",38411,46.78,30.3,74.36,1.46,22.12,0.62,1.44,20216.36
2013,"BX0202",38646,46.72,30.7,73.99,1.49,22.33,0.63,1.56,22435.52
2014,"BX0202",38881,46.66,31.1,73.62,1.52,22.54,0.64,1.68,23115.35
2015,"BX0202",39116,46.6,31.5,73.25,1.55,22.75,0.65,1.8,24261.79
2016,"BX0202",39350,46.54,31.8,72.88,1.58,22.96,0.66,1.92,24384.97
2017,"BX0202",39585,46.48,32.2,72.51,1.61,23.17,0.67,2.04,27377.12
2018,"BX0202",39820,46.42,32.6,72.14,1.64,23.38,0.68,2.16,28480.3
2019,"BX0202",40054,46.36,33,71.77,1.67,23.59,0.69,2.28,27639.87
2020,"BX0202",40289,46.25,33.4,71.42,1.71,23.85,0.73,2.29,30231.71
2010,"BX0291",0,0,0,0,0,0,0,0,0
2011,"BX0291",0,0,0,0,0,0,0,0,0
2012,"BX0291",0,0,0,0,0,0,0,0,0
2013,"BX0291",0,0,0,0,0,0,0,0,0
2014,"BX0291",0,0,0,0,0,0,0,0,0
2015,"BX0291",0,0,0,0,0,0,0,0,0
2016,"BX0291",0,0,0,0,0,0,0,0,0
2017,"BX0291",0,0,0,0,0,0,0,0,0
2018,"BX0291",0,0,0,0,0,0,0,0,0
2019,"BX0291",0,0,0,0,0,0,0,0,0
2020,"BX0291",0,0,0,0,0,0,0,0,0
2010,"BX0301",30870,45.71,29.7,56.35,1.46,40.25,0.43,1.51,20968.97
2011,"BX0301",31544,45.83,30.1,56.14,1.54,40.2,0.41,1.71,23941.65
2012,"BX0301",32217,45.96,30.5,55.98,1.58,40.2,0.42,1.82,24526.99
2013,"BX0301",32891,46.09,30.9,55.82,1.62,40.2,0.43,1.93,25239.5
2014,"BX0301",33565,46.22,31.3,55.66,1.66,40.2,0.44,2.04,27507.36
2015,"BX0301",34238,46.35,31.8,55.5,1.7,40.2,0.45,2.15,27945.12
2016,"BX0301",34912,46.48,32.2,55.34,1.74,40.2,0.46,2.26,27109.03
2017,"BX0301",35586,46.61,32.6,55.18,1.78,40.2,0.47,2.37,27891.74
2018,"BX0301",36260,46.74,33,55.02,1.82,40.2,0.48,2.48,28601.4
2019,"BX0301",36933,46.87,33.4,54.86,1.86,40.2,0.49,2.59,27530.72
2020,"BX0301",37607,46.95,33.8,54.71,1.89,40.17,0.49,2.74,29902.04
2010,"BX0302",22174,44.64,27.7,51.24,0.92,46.38,0.18,1.28,19937.8
2011,"BX0302",22412,44.62,28,51.22,0.93,46.21,0.21,1.43,22054.08
2012,"BX0302",22650,44.64,28.2,51.24,0.96,46.02,0.22,1.56,20915.7
2013,"BX0302",22888,44.66,28.5,51.26,0.99,45.83,0.23,1.69,22395.69
2014,"BX0302",23126,44.68,28.7,51.28,1.02,45.64,0.24,1.82,21332.07
2015,"BX0302",23364,44.7,29,51.3,1.05,45.45,0.25,1.95,19415.4
2016,"BX0302",23601,44.72,29.3,51.32,1.08,45.26,0.26,2.08,21223.68
2017,"BX0302",23839,44.74,29.5,51.34,1.11,45.07,0.27,2.21,25215.97
2018,"BX0302",24077,44.76,29.8,51.36,1.14,44.88,0.28,2.34,26136.59
2019,"BX0302",24315,44.78,30,51.38,1.17,44.69,0.29,2.47,25403.19
2020,"BX0302",24553,44.85,30.3,51.44,1.2,44.55,0.28,2.53,32125.97
2010,"BX0303",26143,46.44,29.4,64.79,0.88,32.33,0.73,1.26,22903.55
2011,"BX0303",26545,46.41,29.8,64.54,0.97,32.34,0.71,1.44,24276.83
2012,"BX0303",26946,46.42,30.2,64.28,1.04,32.38,0.72,1.58,23548.23
2013,"BX0303",27348,46.43,30.7,64.02,1.11,32.42,0.73,1.72,23824.61
2014,"BX0303",27749,46.44,31.1,63.76,1.18,32.46,0.74,1.86,22998.4
2015,"BX0303",28151,46.45,31.5,63.5,1.25,32.5,0.75,2,22433.1
2016,"BX0303",28552,46.46,31.9,63.24,1.32,32.54,0.76,2.14,23338.12
2017,"BX0303",28954,46.47,32.3,62.98,1.39,32.58,0.77,2.28,28845.05
2018,"BX0303",29355,46.48,32.8,62.72,1.46,32.62,0.78,2.42,30104.11
2019,"BX0303",29757,46.49,33.2,62.46,1.53,32.66,0.79,2.56,28516.91
2020,"BX0303",30158,46.48,33.6,62.17,1.62,32.74,0.84,2.64,32080.51
2010,"BX0391",0,0,0,0,0,0,0,0,0
2011,"BX0391",3,0,18,0,0,0,0,100,0
2012,"BX0391",7,14.29,18,14.29,0,0,0,85.71,0
2013,"BX0391",10,20,18,20,0,10,0,70,0
2014,"BX0391",14,21.43,21.3,21.43,7.14,14.29,0,57.14,0
2015,"BX0391",17,23.53,26.6,23.53,5.88,11.76,0,58.82,0
2016,"BX0391",20,30,32,30,10,20,0,40,0
2017,"BX0391",24,33.33,37.3,37.5,8.33,20.83,0,33.33,0
2018,"BX0391",27,40.74,42.6,40.74,11.11,22.22,0,25.93,0
2019,"BX0391",31,45.16,48,48.39,12.9,25.81,0,12.9,0
2020,"BX0391",34,50,53.3,52.94,14.71,29.41,0,2.94,0
2010,"BX0401",66731,47.2,32.7,58.46,1.83,35.58,2.24,1.9,27095.23
2011,"BX0401",66997,47.25,33,58.68,1.9,35.23,2.23,1.96,29450.05
2012,"BX0401",67262,47.3,33.3,58.86,2,34.86,2.26,2.02,30157.47
2013,"BX0401",67528,47.35,33.5,59.04,2.1,34.49,2.29,2.08,30285.08
2014,"BX0401",67793,47.4,33.8,59.22,2.2,34.12,2.32,2.14,28933.86
2015,"BX0401",68059,47.45,34.1,59.4,2.3,33.75,2.35,2.2,31336.93
2016,"BX0401",68325,47.5,34.4,59.58,2.4,33.38,2.38,2.26,28094.61
2017,"BX0401",68590,47.55,34.7,59.76,2.5,33.01,2.41,2.32,33188.31
2018,"BX0401",68856,47.6,34.9,59.94,2.6,32.64,2.44,2.38,34110.81
2019,"BX0401",69121,47.65,35.2,60.12,2.7,32.27,2.47,2.44,32127.3
2020,"BX0401",69387,47.67,35.5,60.25,2.8,31.86,2.49,2.6,33850.87
2010,"BX0402",30945,46.48,30.1,64.74,1.3,32.33,0.43,1.2,26550.95
2011,"BX0402",31096,46.46,30.5,64.83,1.36,31.98,0.44,1.39,25446.71
2012,"BX0402",31247,46.42,30.9,64.96,1.42,31.66,0.48,1.48,24320.34
2013,"BX0402",31398,46.38,31.4,65.09,1.48,31.34,0.52,1.57,24435.62
2014,"BX0402",31549,46.34,31.8,65.22,1.54,31.02,0.56,1.66,22507.64
2015,"BX0402",31701,46.3,32.2,65.35,1.6,30.7,0.6,1.75,24202.02
2016,"BX0402",31852,46.26,32.6,65.48,1.66,30.38,0.64,1.84,26656.12
2017,"BX0402",32003,46.22,33,65.61,1.72,30.06,0.68,1.93,30177.82
2018,"BX0402",32154,46.18,33.5,65.74,1.78,29.74,0.72,2.02,31363.35
2019,"BX0402",32305,46.14,33.9,65.87,1.84,29.42,0.76,2.11,31833.69
2020,"BX0402",32456,46.15,34.3,66.03,1.94,29.1,0.76,2.17,33162.81
2010,"BX0403",48145,47.39,29.6,68.23,1.17,27.92,1.26,1.43,27781.66
2011,"BX0403",48296,47.38,30,68.43,1.22,27.57,1.29,1.49,26526.43
2012,"BX0403",48446,47.36,30.4,68.66,1.24,27.24,1.28,1.58,27850.09
2013,"BX0403",48597,47.34,30.8,68.89,1.26,26.91,1.27,1.67,28082.11
2014,"BX0403",48747,47.32,31.2,69.12,1.28,26.58,1.26,1.76,27433.71
2015,"BX0403",48898,47.3,31.6,69.35,1.3,26.25,1.25,1.85,26528.93
2016,"BX0403",49049,47.28,32,69.58,1.32,25.92,1.24,1.94,27161.12
2017,"BX0403",49199,47.26,32.4,69.81,1.34,25.59,1.23,2.03,32781.45
2018,"BX0403",49350,47.24,32.8,70.04,1.36,25.26,1.22,2.12,34019.65
2019,"BX0403",49500,47.22,33.2,70.27,1.38,24.93,1.21,2.21,33063.53
2020,"BX0403",49651,47.16,33.6,70.49,1.43,24.61,1.25,2.22,36622.53
2010,"BX0491",0,0,0,0,0,0,0,0,0
2011,"BX0491",2,0,18,0,0,0,0,100,0
2012,"BX0491",4,25,18,25,0,0,0,75,0
2013,"BX0491",6,16.67,18,16.67,0,0,0,83.33,0
2014,"BX0491",8,25,21.3,37.5,0,12.5,0,50,0
2015,"BX0491",10,40,26.6,40,0,10,0,50,0
2016,"BX0491",11,45.45,31.9,45.45,0,9.09,0,45.45,0
2017,"BX0491",13,53.85,37.2,53.85,0,15.38,0,30.77,0
2018,"BX0491",15,60,42.6,60,0,20,0,20,0
2019,"BX0491",17,64.71,47.9,70.59,0,17.65,0,11.76,0
2020,"BX0491",19,73.68,53.2,78.95,0,21.05,0,0,0
2010,"BX0492",0,0,0,0,0,0,0,0,0
2011,"BX0492",1,0,18,0,0,0,0,100,0
2012,"BX0492",2,0,18,0,0,0,0,100,0
2013,"BX0492",3,0,18,0,0,33.33,0,66.67,0
2014,"BX0492",4,25,18,0,0,25,0,75,0
2015,"BX0492",5,20,18,0,0,40,0,60,0
2016,"BX0492",6,16.67,21,0,0,50,0,50,0
2017,"BX0492",7,28.57,24.5,0,0,42.86,0,57.14,0
2018,"BX0492",8,37.5,28,12.5,0,50,0,37.5,0
2019,"BX0492",9,33.33,31.5,11.11,0,66.67,0,22.22,0
2020,"BX0492",10,40,35,10,0,70,0,20,0
2010,"BX0501",52276,46.12,30,63.84,1.38,32.19,1.31,1.28,25957.93
2011,"BX0501",52517,46.11,30.4,64.04,1.41,31.8,1.33,1.42,26714.61
2012,"BX0501",52757,46.12,30.9,64.28,1.42,31.4,1.36,1.54,25481.82
2013,"BX0501",52998,46.13,31.3,64.52,1.43,31,1.39,1.66,24860.49
2014,"BX0501",53238,46.14,31.7,64.76,1.44,30.6,1.42,1.78,24358.72
2015,"BX0501",53479,46.15,32.1,65,1.45,30.2,1.45,1.9,20035.7
2016,"BX0501",53720,46.16,32.6,65.24,1.46,29.8,1.48,2.02,22905.76
2017,"BX0501",53960,46.17,33,65.48,1.47,29.4,1.51,2.14,27525.77
2018,"BX0501",54201,46.18,33.4,65.72,1.48,29,1.54,2.26,28155.62
2019,"BX0501",54441,46.19,33.9,65.96,1.49,28.6,1.57,2.38,27136.47
2020,"BX0501",54682,46.17,34.3,66.2,1.5,28.17,1.56,2.57,30842.82
2010,"BX0502",45279,47.84,30.1,67.4,1.29,27.41,1.85,2.04,26248.13
2011,"BX0502",45661,47.78,30.4,67.4,1.32,27.38,1.83,2.07,26601.49
2012,"BX0502",46043,47.76,30.7,67.4,1.34,27.36,1.76,2.14,26409.07
2013,"BX0502",46425,47.74,31,67.4,1.36,27.34,1.69,2.21,25509.08
2014,"BX0502",46807,47.72,31.3,67.4,1.38,27.32,1.62,2.28,25469.45
2015,"BX0502",47189,47.7,31.6,67.4,1.4,27.3,1.55,2.35,24402.82
2016,"BX0502",47571,47.68,31.9,67.4,1.42,27.28,1.48,2.42,27316.47
2017,"BX0502",47953,47.66,32.2,67.4,1.44,27.26,1.41,2.49,31772.8
2018,"BX0502",48335,47.64,32.5,67.4,1.46,27.24,1.34,2.56,33061.04
2019,"BX0502",48717,47.62,32.8,67.4,1.48,27.22,1.27,2.63,34556.63
2020,"BX0502",49099,47.56,33.1,67.38,1.5,27.24,1.24,2.64,34929.42
2010,"BX0503",32268,48.44,28.6,70.57,1.65,24.87,1.24,1.67,22930.29
2011,"BX0503",32251,48.4,29,70.78,1.6,24.62,1.22,1.78,23551.67
2012,"BX0503",32234,48.4,29.5,70.96,1.6,24.34,1.24,1.86,24782.15
2013,"BX0503",32217,48.4,29.9,71.14,1.6,24.06,1.26,1.94,23626.25
2014,"BX0503",32200,48.4,30.3,71.32,1.6,23.78,1.28,2.02,24173.39
2015,"BX0503",32183,48.4,30.8,71.5,1.6,23.5,1.3,2.1,25252.6
2016,"BX0503",32167,48.4,31.2,71.68,1.6,23.22,1.32,2.18,26347.48
2017,"BX0503",32150,48.4,31.6,71.86,1.6,22.94,1.34,2.26,30266.17
2018,"BX0503",32133,48.4,32,72.04,1.6,22.66,1.36,2.34,31643.47
2019,"BX0503",32116,48.4,32.5,72.22,1.6,22.38,1.38,2.42,31763.46
2020,"BX0503",32099,48.43,32.9,72.4,1.63,22.12,1.42,2.43,35000.59
2010,"BX0601",18205,44.84,29,73.88,1.14,22.95,0.73,1.3,18563.46
2011,"BX0601",18399,44.96,29.5,73.51,1.13,23.1,0.74,1.52,19951.29
2012,"BX0601",18593,45.12,30,73.12,1.16,23.3,0.78,1.64,19524.7
2013,"BX0601",18788,45.28,30.6,72.73,1.19,23.5,0.82,1.76,19920.24
2014,"BX0601",18982,45.44,31.1,72.34,1.22,23.7,0.86,1.88,20370.46
2015,"BX0601",19176,45.6,31.6,71.95,1.25,23.9,0.9,2,19305.69
2016,"BX0601",19370,45.76,32.1,71.56,1.28,24.1,0.94,2.12,21822.01
2017,"BX0601",19564,45.92,32.6,71.17,1.31,24.3,0.98,2.24,22845.24
2018,"BX0601",19759,46.08,33.2,70.78,1.34,24.5,1.02,2.36,23534.78
2019,"BX0601",19953,46.24,33.7,70.39,1.37,24.7,1.06,2.48,24457.17
2020,"BX0601",20147,46.39,34.2,70.02,1.44,24.92,1.14,2.49,24747.41
2010,"BX0602",30493,46.1,29.3,63.52,1.69,32.97,0.46,1.35,24435.68
2011,"BX0602",30659,46.12,29.7,63.34,1.72,33,0.51,1.44,24100.11
2012,"BX0602",30824,46.14,30.1,63.18,1.74,33,0.52,1.56,23227.33
2013,"BX0602",30990,46.16,30.5,63.02,1.76,33,0.53,1.69,22797.39
2014,"BX0602",31156,46.18,30.9,62.86,1.78,33,0.54,1.82,22491.34
2015,"BX0602",31322,46.2,31.3,62.7,1.8,33,0.55,1.95,21954.13
2016,"BX0602",31487,46.22,31.7,62.54,1.82,33,0.56,2.08,23547.14
2017,"BX0602",31653,46.24,32.1,62.38,1.84,33,0.57,2.21,25869.17
2018,"BX0602",31819,46.26,32.5,62.22,1.86,33,0.58,2.34,26452.77
2019,"BX0602",31984,46.28,32.9,62.06,1.88,33,0.59,2.47,25854.7
2020,"BX0602",32150,46.33,33.3,61.9,1.86,33.03,0.56,2.64,26118.72
2010,"BX0603",34650,48.16,25.4,60.08,15.85,20.8,1.89,1.38,21491.9
2011,"BX0603",34768,48.09,25.7,60.19,15.54,20.8,1.92,1.55,21090.31
2012,"BX0603",34885,47.98,26,60.28,15.28,20.8,1.94,1.7,20633
2013,"BX0603",35003,47.87,26.3,60.37,15.02,20.8,1.96,1.85,21467.96
2014,"BX0603",35120,47.76,26.6,60.46,14.76,20.8,1.98,2,21505.31
2015,"BX0603",35238,47.65,26.9,60.55,14.5,20.8,2,2.15,25359.62
2016,"BX0603",35355,47.54,27.2,60.64,14.24,20.8,2.02,2.3,24857.52
2017,"BX0603",35473,47.43,27.5,60.73,13.98,20.8,2.04,2.45,26034.49
2018,"BX0603",35590,47.32,27.8,60.82,13.72,20.8,2.06,2.6,26937.3
2019,"BX0603",35708,47.21,28.1,60.91,13.46,20.8,2.08,2.75,28846.86
2020,"BX0603",35825,47.09,28.4,60.95,13.21,20.78,2.06,3,27728.59
2010,"BX0701",44229,47.13,31.5,70.89,3.9,18.59,4.79,1.84,29160.12
2011,"BX0701",44460,47.13,31.9,71.23,3.9,18.32,4.68,1.87,30786.8
2012,"BX0701",44691,47.16,32.3,71.56,3.9,18.04,4.56,1.94,31093.48
2013,"BX0701",44922,47.19,32.7,71.89,3.9,17.76,4.44,2.01,32668.55
2014,"BX0701",45153,47.22,33.1,72.22,3.9,17.48,4.32,2.08,31903.46
2015,"BX0701",45384,47.25,33.6,72.55,3.9,17.2,4.2,2.15,31755.96
2016,"BX0701",45614,47.28,34,72.88,3.9,16.92,4.08,2.22,31773.96
2017,"BX0701",45845,47.31,34.4,73.21,3.9,16.64,3.96,2.29,35268.81
2018,"BX0701",46076,47.34,34.8,73.54,3.9,16.36,3.84,2.36,36200.19
2019,"BX0701",46307,47.37,35.2,73.87,3.9,16.08,3.72,2.43,37314.99
2020,"BX0701",46538,47.38,35.6,74.21,3.87,15.79,3.57,2.57,37739.45
2010,"BX0702",53330,47.47,31.4,65.23,8.3,19.42,4.9,2.15,31909.24
2011,"BX0702",53549,47.49,31.8,65.5,8.09,19.32,4.83,2.26,31505.84
2012,"BX0702",53768,47.48,32.1,65.8,7.88,19.24,4.76,2.32,34414.17
2013,"BX0702",53987,47.47,32.5,66.1,7.67,19.16,4.69,2.38,30983.56
2014,"BX0702",54206,47.46,32.8,66.4,7.46,19.08,4.62,2.44,32487.12
2015,"BX0702",54426,47.45,33.2,66.7,7.25,19,4.55,2.5,34667.6
2016,"BX0702",54645,47.44,33.6,67,7.04,18.92,4.48,2.56,36530.42
2017,"BX0702",54864,47.43,33.9,67.3,6.83,18.84,4.41,2.62,38178.94
2018,"BX0702",55083,47.42,34.3,67.6,6.62,18.76,4.34,2.68,39356.09
