"","Year","Borough","GeoID","Name","Pop1","Male","MaleP","Fem","FemP","MdAge","Hsp1","Hsp1P","WNH","WNHP","BNH","BNHP","ANH","ANHP","OthNH","OthNHP"
"168",2012,"Brooklyn","BK0502","East New York (North)",39851,18292,45.9,21559,54.1,30.3,14593,36.62,550,1.38,22659,56.86,861,2.16,1188,2.98
"169",2013,"Brooklyn","BK0502","East New York (North)",40222,18502,46,21720,54,30.7,14794,36.78,591,1.47,22500,55.94,961,2.39,1376,3.42
"170",2014,"Brooklyn","BK0502","East New York (North)",40593,18713,46.1,21880,53.9,31.2,14995,36.94,633,1.56,22334,55.02,1064,2.62,1567,3.86
"171",2015,"Brooklyn","BK0502","East New York (North)",40964,18925,46.2,22039,53.8,31.6,15198,37.1,676,1.65,22162,54.1,1167,2.85,1761,4.3
"172",2016,"Brooklyn","BK0502","East New York (North)",41334,19138,46.3,22196,53.7,32,15401,37.26,719,1.74,21981,53.18,1273,3.08,1960,4.74
"173",2017,"Brooklyn","BK0502","East New York (North)",41705,19351,46.4,22354,53.6,32.5,15606,37.42,763,1.83,21795,52.26,1380,3.31,2161,5.18
"174",2018,"Brooklyn","BK0502","East New York (North)",42076,19565,46.5,22511,53.5,32.9,15812,37.58,808,1.92,21602,51.34,1489,3.54,2365,5.62
"175",2019,"Brooklyn","BK0502","East New York (North)",42447,19780,46.6,22667,53.4,33.4,16019,37.74,853,2.01,21402,50.42,1600,3.77,2573,6.06
"176",2020,"Brooklyn","BK0502","East New York (North)",42818,19988,46.68,22830,53.32,33.8,16225,37.89,880,2.06,21181,49.47,1708,3.99,2824,6.6
"177",2010,"Brooklyn","BK0503","East New York-New Lots",47563,20895,43.93,26668,56.07,32.7,9755,20.51,515,1.08,36212,76.13,218,0.46,863,1.81
"178",2011,"Brooklyn","BK0503","East New York-New Lots",48107,21182,44.03,26925,55.97,33,9920,20.62,568,1.18,36263,75.38,274,0.57,1082,2.25
"179",2012,"Brooklyn","BK0503","East New York-New Lots",48651,21484,44.16,27167,55.84,33.4,10090,20.74,613,1.26,36323,74.66,311,0.64,1314,2.7
"180",2013,"Brooklyn","BK0503","East New York-New Lots",49195,21788,44.29,27407,55.71,33.7,10262,20.86,659,1.34,36375,73.94,349,0.71,1550,3.15
"181",2014,"Brooklyn","BK0503","East New York-New Lots",49739,22094,44.42,27645,55.58,34.1,10435,20.98,706,1.42,36419,73.22,388,0.78,1791,3.6
"182",2015,"Brooklyn","BK0503","East New York-New Lots",50283,22401,44.55,27882,55.45,34.4,10610,21.1,754,1.5,36455,72.5,427,0.85,2037,4.05
"183",2016,"Brooklyn","BK0503","East New York-New Lots",50828,22710,44.68,28118,55.32,34.8,10786,21.22,803,1.58,36484,71.78,468,0.92,2287,4.5
"184",2017,"Brooklyn","BK0503","East New York-New Lots",51372,23020,44.81,28352,55.19,35.1,10963,21.34,853,1.66,36505,71.06,509,0.99,2542,4.95
"185",2018,"Brooklyn","BK0503","East New York-New Lots",51916,23331,44.94,28585,55.06,35.5,11141,21.46,903,1.74,36518,70.34,550,1.06,2804,5.4
"186",2019,"Brooklyn","BK0503","East New York-New Lots",52460,23644,45.07,28816,54.93,35.8,11321,21.58,955,1.82,36523,69.62,593,1.13,3068,5.85
"187",2020,"Brooklyn","BK0503","East New York-New Lots",53004,23951,45.19,29053,54.81,36.2,11517,21.73,983,1.85,36530,68.92,636,1.2,3338,6.3
"188",2010,"Brooklyn","BK0504","Spring Creek-Starrett City",13676,5316,38.87,8360,61.13,44.3,2431,17.78,3295,24.09,7306,53.42,390,2.85,254,1.86
"189",2011,"Brooklyn","BK0504","Spring Creek-Starrett City",14012,5453,38.92,8559,61.08,44.4,2519,17.98,3252,23.21,7545,53.85,401,2.86,295,2.11
"190",2012,"Brooklyn","BK0504","Spring Creek-Starrett City",14348,5587,38.94,8761,61.06,44.4,2606,18.16,3202,22.32,7791,54.3,405,2.82,344,2.4
"191",2013,"Brooklyn","BK0504","Spring Creek-Starrett City",14685,5721,38.96,8964,61.04,44.5,2693,18.34,3147,21.43,8040,54.75,408,2.78,397,2.7
"192",2014,"Brooklyn","BK0504","Spring Creek-Starrett City",15021,5855,38.98,9166,61.02,44.5,2782,18.52,3085,20.54,8292,55.2,412,2.74,450,3
"193",2015,"Brooklyn","BK0504","Spring Creek-Starrett City",15357,5989,39,9368,61,44.6,2872,18.7,3018,19.65,8546,55.65,415,2.7,506,3.29
"194",2016,"Brooklyn","BK0504","Spring Creek-Starrett City",15693,6123,39.02,9570,60.98,44.7,2963,18.88,2944,18.76,8804,56.1,417,2.66,565,3.6
"195",2017,"Brooklyn","BK0504","Spring Creek-Starrett City",16029,6258,39.04,9771,60.96,44.7,3055,19.06,2864,17.87,9064,56.55,420,2.62,626,3.91
"196",2018,"Brooklyn","BK0504","Spring Creek-Starrett City",16366,6393,39.06,9973,60.94,44.8,3149,19.24,2779,16.98,9329,57,422,2.58,687,4.2
"197",2019,"Brooklyn","BK0504","Spring Creek-Starrett City",16702,6527,39.08,10175,60.92,44.8,3244,19.42,2687,16.09,9595,57.45,424,2.54,752,4.5
"198",2020,"Brooklyn","BK0504","Spring Creek-Starrett City",17038,6666,39.12,10372,60.88,44.9,3344,19.63,2595,15.23,9873,57.95,424,2.49,802,4.71
"199",2010,"Brooklyn","BK0505","East New York-City Line",42017,19547,46.52,22470,53.48,30.3,13352,31.78,802,1.91,20554,48.92,5228,12.44,2081,4.95
"200",2011,"Brooklyn","BK0505","East New York-City Line",42371,19715,46.53,22656,53.47,30.7,13368,31.55,801,1.89,20368,48.07,5597,13.21,2237,5.28
"201",2012,"Brooklyn","BK0505","East New York-City Line",42725,19893,46.56,22832,53.44,31.1,13373,31.3,803,1.88,20183,47.24,5990,14.02,2376,5.56
"202",2013,"Brooklyn","BK0505","East New York-City Line",43080,20071,46.59,23009,53.41,31.5,13376,31.05,806,1.87,19993,46.41,6389,14.83,2516,5.84
"203",2014,"Brooklyn","BK0505","East New York-City Line",43434,20249,46.62,23185,53.38,31.9,13378,30.8,808,1.86,19797,45.58,6793,15.64,2658,6.12
"204",2015,"Brooklyn","BK0505","East New York-City Line",43788,20427,46.65,23361,53.35,32.3,13377,30.55,810,1.85,19595,44.75,7203,16.45,2803,6.4
"205",2016,"Brooklyn","BK0505","East New York-City Line",44142,20605,46.68,23537,53.32,32.7,13375,30.3,812,1.84,19387,43.92,7619,17.26,2949,6.68
"206",2017,"Brooklyn","BK0505","East New York-City Line",44496,20784,46.71,23712,53.29,33.1,13371,30.05,814,1.83,19173,43.09,8040,18.07,3098,6.96
"207",2018,"Brooklyn","BK0505","East New York-City Line",44851,20963,46.74,23888,53.26,33.5,13366,29.8,816,1.82,18954,42.26,8468,18.88,3247,7.24
"208",2019,"Brooklyn","BK0505","East New York-City Line",45205,21142,46.77,24063,53.23,33.9,13358,29.55,818,1.81,18728,41.43,8901,19.69,3400,7.52
"209",2020,"Brooklyn","BK0505","East New York-City Line",45559,21343,46.85,24216,53.15,34.3,13370,29.35,805,1.77,18506,40.62,9337,20.49,3541,7.77
"210",2010,"Brooklyn","BK0571","Highland Park-Cypress Hills Cemeteries (South)",6,4,66.67,2,33.33,30,0,0,0,0,5,83.33,0,0,1,16.67
"211",2011,"Brooklyn","BK0571","Highland Park-Cypress Hills Cemeteries (South)",6,4,66.67,2,33.33,28.2,0,0,0,0,4,66.67,0,0,2,33.33
"212",2012,"Brooklyn","BK0571","Highland Park-Cypress Hills Cemeteries (South)",6,4,66.67,2,33.33,26.5,1,16.67,0,0,4,66.67,0,0,1,16.67
"213",2013,"Brooklyn","BK0571","Highland Park-Cypress Hills Cemeteries (South)",6,4,66.67,2,33.33,24.7,1,16.67,0,0,3,50,0,0,2,33.33
"214",2014,"Brooklyn","BK0571","Highland Park-Cypress Hills Cemeteries (South)",6,4,66.67,2,33.33,23,2,33.33,0,0,3,50,0,0,1,16.67
"215",2015,"Brooklyn","BK0571","Highland Park-Cypress Hills Cemeteries (South)",6,4,66.67,2,33.33,21.2,2,33.33,0,0,2,33.33,0,0,2,33.33
"216",2016,"Brooklyn","BK0571","Highland Park-Cypress Hills Cemeteries (South)",7,5,71.43,2,28.57,19.5,3,42.86,0,0,2,28.57,0,0,2,28.57
"217",2017,"Brooklyn","BK0571","Highland Park-Cypress Hills Cemeteries (South)",7,5,71.43,2,28.57,18,3,42.86,0,0,2,28.57,0,0,2,28.57
"218",2018,"Brooklyn","BK0571","Highland Park-Cypress Hills Cemeteries (South)",7,5,71.43,2,28.57,18,4,57.14,0,0,1,14.29,0,0,2,28.57
"219",2019,"Brooklyn","BK0571","Highland Park-Cypress Hills Cemeteries (South)",7,5,71.43,2,28.57,18,4,57.14,0,0,1,14.29,0,0,2,28.57
"220",2020,"Brooklyn","BK0571","Highland Park-Cypress Hills Cemeteries (South)",7,5,71.43,2,28.57,18,5,71.43,0,0,0,0,0,0,2,28.57
"221",2010,"Brooklyn","BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook",53756,25090,46.67,28666,53.33,34.8,13098,24.37,28888,53.74,7676,14.28,2522,4.69,1572,2.92
"222",2011,"Brooklyn","BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook",54297,25368,46.72,28929,53.28,35,13031,24,29212,53.8,7656,14.1,2655,4.89,1743,3.21
"223",2012,"Brooklyn","BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook",54838,25631,46.74,29207,53.26,35.1,12942,23.6,29558,53.9,7622,13.9,2786,5.08,1930,3.52
"224",2013,"Brooklyn","BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook",55379,25895,46.76,29484,53.24,35.3,12848,23.2,29905,54,7587,13.7,2918,5.27,2121,3.83
"225",2014,"Brooklyn","BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook",55920,26159,46.78,29761,53.22,35.5,12750,22.8,30253,54.1,7549,13.5,3053,5.46,2315,4.14
"226",2015,"Brooklyn","BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook",56461,26424,46.8,30037,53.2,35.6,12647,22.4,30602,54.2,7509,13.3,3190,5.65,2513,4.45
"227",2016,"Brooklyn","BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook",57002,26688,46.82,30314,53.18,35.8,12540,22,30952,54.3,7467,13.1,3329,5.84,2714,4.76
"228",2017,"Brooklyn","BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook",57543,26953,46.84,30590,53.16,36,12429,21.6,31303,54.4,7423,12.9,3470,6.03,2918,5.07
"229",2018,"Brooklyn","BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook",58084,27218,46.86,30866,53.14,36.2,12314,21.2,31656,54.5,7377,12.7,3613,6.22,3124,5.38
"230",2019,"Brooklyn","BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook",58625,27483,46.88,31142,53.12,36.3,12194,20.8,32009,54.6,7328,12.5,3758,6.41,3336,5.69
"231",2020,"Brooklyn","BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook",59166,27777,46.95,31389,53.05,36.5,12042,20.35,32342,54.66,7280,12.3,3924,6.63,3578,6.05
"232",2010,"Brooklyn","BK0602","Park Slope",53502,25177,47.06,28325,52.94,35.7,6780,12.67,37909,70.86,3671,6.86,3141,5.87,2001,3.74
"233",2011,"Brooklyn","BK0602","Park Slope",53892,25383,47.1,28509,52.9,35.8,6790,12.6,38021,70.55,3665,6.8,3298,6.12,2118,3.93
"234",2012,"Brooklyn","BK0602","Park Slope",54283,25567,47.1,28716,52.9,35.9,6785,12.5,38107,70.2,3637,6.7,3442,6.34,2312,4.26
"235",2013,"Brooklyn","BK0602","Park Slope",54673,25751,47.1,28922,52.9,36,6779,12.4,38189,69.85,3608,6.6,3587,6.56,2510,4.59
"236",2014,"Brooklyn","BK0602","Park Slope",55063,25935,47.1,29128,52.9,36.1,6773,12.3,38269,69.5,3579,6.5,3733,6.78,2709,4.92
"237",2015,"Brooklyn","BK0602","Park Slope",55454,26119,47.1,29335,52.9,36.2,6765,12.2,38346,69.15,3549,6.4,3882,7,2912,5.25
"238",2016,"Brooklyn","BK0602","Park Slope",55844,26303,47.1,29541,52.9,36.2,6757,12.1,38421,68.8,3518,6.3,4032,7.22,3116,5.58
"239",2017,"Brooklyn","BK0602","Park Slope",56234,26486,47.1,29748,52.9,36.3,6748,12,38492,68.45,3487,6.2,4184,7.44,3323,5.91
"240",2018,"Brooklyn","BK0602","Park Slope",56624,26670,47.1,29954,52.9,36.4,6738,11.9,38561,68.1,3454,6.1,4337,7.66,3534,6.24
"241",2019,"Brooklyn","BK0602","Park Slope",57015,26854,47.1,30161,52.9,36.5,6728,11.8,38628,67.75,3421,6,4493,7.88,3745,6.57
"242",2020,"Brooklyn","BK0602","Park Slope",57405,27011,47.05,30394,52.95,36.6,6701,11.67,38668,67.36,3363,5.86,4641,8.08,4032,7.02
"243",2010,"Brooklyn","BK0701","Windsor Terrace-South Slope",22554,10528,46.68,12026,53.32,36.3,3814,16.91,15089,66.9,1124,4.98,1786,7.92,741,3.29
"244",2011,"Brooklyn","BK0701","Windsor Terrace-South Slope",22661,10589,46.73,12072,53.27,36.6,3775,16.66,15128,66.76,1104,4.87,1822,8.04,832,3.67
"245",2012,"Brooklyn","BK0701","Windsor Terrace-South Slope",22768,10646,46.76,12122,53.24,36.8,3739,16.42,15168,66.62,1079,4.74,1862,8.18,920,4.04
"246",2013,"Brooklyn","BK0701","Windsor Terrace-South Slope",22874,10703,46.79,12171,53.21,37.1,3701,16.18,15207,66.48,1054,4.61,1903,8.32,1009,4.41
"247",2014,"Brooklyn","BK0701","Windsor Terrace-South Slope",22981,10760,46.82,12221,53.18,37.4,3663,15.94,15246,66.34,1030,4.48,1944,8.46,1098,4.78
"248",2015,"Brooklyn","BK0701","Windsor Terrace-South Slope",23088,10817,46.85,12271,53.15,37.7,3625,15.7,15284,66.2,1004,4.35,1986,8.6,1189,5.15
"249",2016,"Brooklyn","BK0701","Windsor Terrace-South Slope",23195,10874,46.88,12321,53.12,37.9,3586,15.46,15323,66.06,979,4.22,2027,8.74,1280,5.52
"250",2017,"Brooklyn","BK0701","Windsor Terrace-South Slope",23302,10931,46.91,12371,53.09,38.2,3547,15.22,15361,65.92,953,4.09,2069,8.88,1372,5.89
"251",2018,"Brooklyn","BK0701","Windsor Terrace-South Slope",23408,10988,46.94,12420,53.06,38.5,3507,14.98,15398,65.78,927,3.96,2111,9.02,1465,6.26
"252",2019,"Brooklyn","BK0701","Windsor Terrace-South Slope",23515,11045,46.97,12470,53.03,38.7,3466,14.74,15435,65.64,901,3.83,2154,9.16,1559,6.63
"253",2020,"Brooklyn","BK0701","Windsor Terrace-South Slope",23622,11101,46.99,12521,53.01,39,3430,14.52,15463,65.46,876,3.71,2200,9.31,1653,7
"254",2010,"Brooklyn","BK0702","Sunset Park (West)",52189,27670,53.02,24519,46.98,31.8,34296,65.71,9497,18.2,2056,3.94,5409,10.36,931,1.78
"255",2011,"Brooklyn","BK0702","Sunset Park (West)",52417,27781,53,24636,47,32.1,33940,64.75,9750,18.6,2102,4.01,5593,10.67,1032,1.97
"256",2012,"Brooklyn","BK0702","Sunset Park (West)",52646,27902,53,24744,47,32.4,33588,63.8,10003,19,2169,4.12,5759,10.94,1127,2.14
"257",2013,"Brooklyn","BK0702","Sunset Park (West)",52874,28023,53,24851,47,32.7,33231,62.85,10258,19.4,2237,4.23,5927,11.21,1221,2.31
"258",2014,"Brooklyn","BK0702","Sunset Park (West)",53103,28145,53,24958,47,33,32871,61.9,10514,19.8,2305,4.34,6096,11.48,1317,2.48
"259",2015,"Brooklyn","BK0702","Sunset Park (West)",53331,28265,53,25066,47,33.4,32505,60.95,10773,20.2,2373,4.45,6266,11.75,1414,2.65
"260",2016,"Brooklyn","BK0702","Sunset Park (West)",53559,28386,53,25173,47,33.7,32135,60,11033,20.6,2442,4.56,6438,12.02,1511,2.82
"261",2017,"Brooklyn","BK0702","Sunset Park (West)",53788,28508,53,25280,47,34,31762,59.05,11295,21,2512,4.67,6611,12.29,1608,2.99
"262",2018,"Brooklyn","BK0702","Sunset Park (West)",54016,28628,53,25388,47,34.3,31383,58.1,11559,21.4,2582,4.78,6784,12.56,1708,3.16
"263",2019,"Brooklyn","BK0702","Sunset Park (West)",54245,28750,53,25495,47,34.6,31001,57.15,11825,21.8,2653,4.89,6960,12.83,1806,3.33
"264",2020,"Brooklyn","BK0702","Sunset Park (West)",54473,28855,52.97,25618,47.03,34.9,30638,56.24,12073,22.16,2740,5.03,7139,13.11,1883,3.46
"265",2010,"Brooklyn","BK0703","Sunset Park (Central)",51806,26180,50.53,25626,49.47,31.7,19086,36.84,5101,9.85,547,1.06,26340,50.84,732,1.41
"266",2011,"Brooklyn","BK0703","Sunset Park (Central)",52186,26338,50.47,25848,49.53,32,18996,36.4,5026,9.63,574,1.1,26808,51.37,782,1.5
"267",2012,"Brooklyn","BK0703","Sunset Park (Central)",52566,26514,50.44,26052,49.56,32.3,18924,36,4973,9.46,578,1.1,27303,51.94,788,1.5
"268",2013,"Brooklyn","BK0703","Sunset Park (Central)",52946,26690,50.41,26256,49.59,32.6,18849,35.6,4919,9.29,582,1.1,27802,52.51,794,1.5
"269",2014,"Brooklyn","BK0703","Sunset Park (Central)",53326,26866,50.38,26460,49.62,32.9,18771,35.2,4863,9.12,587,1.1,28305,53.08,800,1.5
"270",2015,"Brooklyn","BK0703","Sunset Park (Central)",53706,27041,50.35,26665,49.65,33.2,18690,34.8,4807,8.95,591,1.1,28813,53.65,805,1.5
"271",2016,"Brooklyn","BK0703","Sunset Park (Central)",54086,27216,50.32,26870,49.68,33.5,18606,34.4,4749,8.78,595,1.1,29325,54.22,811,1.5
"272",2017,"Brooklyn","BK0703","Sunset Park (Central)",54466,27391,50.29,27075,49.71,33.8,18518,34,4690,8.61,599,1.1,29842,54.79,817,1.5
"273",2018,"Brooklyn","BK0703","Sunset Park (Central)",54846,27566,50.26,27280,49.74,34.1,18428,33.6,4629,8.44,603,1.1,30363,55.36,823,1.5
"274",2019,"Brooklyn","BK0703","Sunset Park (Central)",55226,27740,50.23,27486,49.77,34.4,18335,33.2,4567,8.27,607,1.1,30888,55.93,829,1.5
"275",2020,"Brooklyn","BK0703","Sunset Park (Central)",55606,27930,50.23,27676,49.77,34.7,18226,32.78,4509,8.11,610,1.1,31444,56.55,817,1.47
"276",2010,"Brooklyn","BK0771","Green-Wood Cemetery",5,3,60,2,40,52.5,2,40,3,60,0,0,0,0,0,0
"277",2011,"Brooklyn","BK0771","Green-Wood Cemetery",5,3,60,2,40,51,2,40,3,60,0,0,0,0,0,0
"278",2012,"Brooklyn","BK0771","Green-Wood Cemetery",5,3,60,2,40,49.5,2,40,2,40,0,0,0,0,1,20
"279",2013,"Brooklyn","BK0771","Green-Wood Cemetery",5,3,60,2,40,48,2,40,2,40,0,0,1,20,0,0
"280",2014,"Brooklyn","BK0771","Green-Wood Cemetery",5,3,60,2,40,46.5,2,40,2,40,0,0,1,20,0,0
"281",2015,"Brooklyn","BK0771","Green-Wood Cemetery",5,4,80,1,20,45,2,40,2,40,0,0,1,20,0,0
"282",2016,"Brooklyn","BK0771","Green-Wood Cemetery",5,4,80,1,20,43.5,2,40,1,20,0,0,1,20,1,20
"283",2017,"Brooklyn","BK0771","Green-Wood Cemetery",5,4,80,1,20,42,2,40,1,20,0,0,1,20,1,20
"284",2018,"Brooklyn","BK0771","Green-Wood Cemetery",5,4,80,1,20,40.5,2,40,1,20,0,0,2,40,0,0
"285",2019,"Brooklyn","BK0771","Green-Wood Cemetery",5,4,80,1,20,39,2,40,0,0,0,0,2,40,1,20
"286",2020,"Brooklyn","BK0771","Green-Wood Cemetery",5,4,80,1,20,37.5,2,40,0,0,0,0,2,40,1,20
"287",2010,"Brooklyn","BK0801","Prospect Heights",19849,9237,46.54,10612,53.46,34.8,2275,11.46,9359,47.15,5979,30.12,1316,6.63,920,4.63
"288",2011,"Brooklyn","BK0801","Prospect Heights",20216,9390,46.45,10826,53.55,34.9,2303,11.39,9677,47.87,5865,29.01,1377,6.81,994,4.92
"289",2012,"Brooklyn","BK0801","Prospect Heights",20582,9550,46.4,11032,53.6,35,2322,11.28,9991,48.54,5746,27.92,1445,7.02,1078,5.24
"290",2013,"Brooklyn","BK0801","Prospect Heights",20949,9710,46.35,11239,53.65,35.1,2340,11.17,10309,49.21,5621,26.83,1515,7.23,1164,5.56
"291",2014,"Brooklyn","BK0801","Prospect Heights",21315,9869,46.3,11446,53.7,35.2,2357,11.06,10632,49.88,5486,25.74,1586,7.44,1254,5.88
"292",2015,"Brooklyn","BK0801","Prospect Heights",21682,10028,46.25,11654,53.75,35.3,2374,10.95,10960,50.55,5345,24.65,1659,7.65,1344,6.2
"293",2016,"Brooklyn","BK0801","Prospect Heights",22049,10187,46.2,11862,53.8,35.3,2390,10.84,11293,51.22,5195,23.56,1733,7.86,1438,6.52
"294",2017,"Brooklyn","BK0801","Prospect Heights",22415,10345,46.15,12070,53.85,35.4,2405,10.73,11631,51.89,5037,22.47,1809,8.07,1533,6.84
"295",2018,"Brooklyn","BK0801","Prospect Heights",22782,10503,46.1,12279,53.9,35.5,2419,10.62,11974,52.56,4871,21.38,1886,8.28,1632,7.16
"296",2019,"Brooklyn","BK0801","Prospect Heights",23148,10660,46.05,12488,53.95,35.6,2433,10.51,12322,53.23,4697,20.29,1965,8.49,1731,7.48
"297",2020,"Brooklyn","BK0801","Prospect Heights",23515,10823,46.03,12692,53.97,35.7,2445,10.4,12672,53.89,4520,19.22,2041,8.68,1837,7.81
"298",2010,"Brooklyn","BK0802","Crown Heights (North)",76961,34437,44.75,42524,55.25,33.2,9248,12.02,7060,9.17,57179,74.3,1433,1.86,2041,2.65
"299",2011,"Brooklyn","BK0802","Crown Heights (North)",77792,34781,44.71,43011,55.29,33.2,9475,12.18,8153,10.48,56142,72.17,1649,2.12,2373,3.05
"300",2012,"Brooklyn","BK0802","Crown Heights (North)",78624,35161,44.72,43463,55.28,33.3,9718,12.36,9246,11.76,55068,70.04,1840,2.34,2752,3.5
"301",2013,"Brooklyn","BK0802","Crown Heights (North)",79455,35540,44.73,43915,55.27,33.3,9964,12.54,10361,13.04,53958,67.91,2034,2.56,3138,3.95
"302",2014,"Brooklyn","BK0802","Crown Heights (North)",80287,35920,44.74,44367,55.26,33.4,10213,12.72,11497,14.32,52813,65.78,2232,2.78,3532,4.4
"303",2015,"Brooklyn","BK0802","Crown Heights (North)",81118,36300,44.75,44818,55.25,33.4,10464,12.9,12654,15.6,51632,63.65,2434,3,3934,4.85
"304",2016,"Brooklyn","BK0802","Crown Heights (North)",81949,36680,44.76,45269,55.24,33.4,10719,13.08,13833,16.88,50415,61.52,2639,3.22,4343,5.3
"305",2017,"Brooklyn","BK0802","Crown Heights (North)",82781,37061,44.77,45720,55.23,33.5,10977,13.26,15033,18.16,49164,59.39,2848,3.44,4759,5.75
"306",2018,"Brooklyn","BK0802","Crown Heights (North)",83612,37441,44.78,46171,55.22,33.5,11237,13.44,16254,19.44,47876,57.26,3060,3.66,5185,6.2
"307",2019,"Brooklyn","BK0802","Crown Heights (North)",84444,37822,44.79,46622,55.21,33.6,11501,13.62,17497,20.72,46554,55.13,3276,3.88,5616,6.65
"308",2020,"Brooklyn","BK0802","Crown Heights (North)",85275,38239,44.84,47036,55.16,33.6,11732,13.76,18774,22.02,45217,53.02,3461,4.06,6091,7.14
"309",2010,"Brooklyn","BK0891","Lincoln Terrace Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310",2011,"Brooklyn","BK0891","Lincoln Terrace Park",2,0,0,2,100,18,0,0,0,0,0,0,0,0,2,100
"311",2012,"Brooklyn","BK0891","Lincoln Terrace Park",3,0,0,3,100,18,0,0,0,0,0,0,0,0,3,100
"312",2013,"Brooklyn","BK0891","Lincoln Terrace Park",4,0,0,4,100,18,1,25,0,0,0,0,0,0,3,75
"313",2014,"Brooklyn","BK0891","Lincoln Terrace Park",6,1,16.67,5,83.33,18,1,16.67,0,0,0,0,0,0,5,83.33
"314",2015,"Brooklyn","BK0891","Lincoln Terrace Park",8,2,25,6,75,18,2,25,1,12.5,1,12.5,0,0,4,50
"315",2016,"Brooklyn","BK0891","Lincoln Terrace Park",9,2,22.22,7,77.78,18,3,33.33,1,11.11,1,11.11,0,0,4,44.44
"316",2017,"Brooklyn","BK0891","Lincoln Terrace Park",11,3,27.27,8,72.73,18,4,36.36,2,18.18,2,18.18,0,0,3,27.27
"317",2018,"Brooklyn","BK0891","Lincoln Terrace Park",12,4,33.33,8,66.67,19.4,4,33.33,2,16.67,2,16.67,0,0,4,33.33
"318",2019,"Brooklyn","BK0891","Lincoln Terrace Park",14,5,35.71,9,64.29,21.8,6,42.86,3,21.43,3,21.43,0,0,2,14.29
"319",2020,"Brooklyn","BK0891","Lincoln Terrace Park",15,6,40,9,60,24.2,7,46.67,3,20,3,20,0,0,2,13.33
"320",2010,"Brooklyn","BK0901","Crown Heights (South)",50405,23084,45.8,27321,54.2,32.8,4507,8.94,12836,25.47,31695,62.88,323,0.64,1044,2.07
"321",2011,"Brooklyn","BK0901","Crown Heights (South)",50423,23099,45.81,27324,54.19,32.9,4538,9,13176,26.13,31025,61.53,363,0.72,1321,2.62
"322",2012,"Brooklyn","BK0901","Crown Heights (South)",50442,23113,45.82,27329,54.18,33,4590,9.1,13498,26.76,30346,60.16,424,0.84,1584,3.14
"323",2013,"Brooklyn","BK0901","Crown Heights (South)",50460,23126,45.83,27334,54.17,33.1,4642,9.2,13821,27.39,29665,58.79,484,0.96,1848,3.66
"324",2014,"Brooklyn","BK0901","Crown Heights (South)",50479,23140,45.84,27339,54.16,33.2,4695,9.3,14144,28.02,28985,57.42,545,1.08,2110,4.18
"325",2015,"Brooklyn","BK0901","Crown Heights (South)",50497,23153,45.85,27344,54.15,33.2,4747,9.4,14467,28.65,28304,56.05,606,1.2,2373,4.7
"326",2016,"Brooklyn","BK0901","Crown Heights (South)",50516,23167,45.86,27349,54.14,33.3,4799,9.5,14791,29.28,27622,54.68,667,1.32,2637,5.22
"327",2017,"Brooklyn","BK0901","Crown Heights (South)",50534,23180,45.87,27354,54.13,33.4,4851,9.6,15115,29.91,26940,53.31,728,1.44,2900,5.74
"328",2018,"Brooklyn","BK0901","Crown Heights (South)",50553,23194,45.88,27359,54.12,33.5,4904,9.7,15439,30.54,26257,51.94,789,1.56,3164,6.26
"329",2019,"Brooklyn","BK0901","Crown Heights (South)",50571,23207,45.89,27364,54.11,33.6,4956,9.8,15763,31.17,25574,50.57,850,1.68,3428,6.78
"330",2020,"Brooklyn","BK0901","Crown Heights (South)",50590,23201,45.86,27389,54.14,33.7,4997,9.88,16111,31.85,24907,49.23,931,1.84,3644,7.2
"331",2010,"Brooklyn","BK0902","Prospect Lefferts Gardens-Wingate",45808,20510,44.77,25298,55.23,36.7,4438,9.69,5882,12.84,33471,73.07,836,1.83,1181,2.58
"332",2011,"Brooklyn","BK0902","Prospect Lefferts Gardens-Wingate",46178,20706,44.84,25472,55.16,36.7,4521,9.79,6442,13.95,32883,71.21,900,1.95,1432,3.1
"333",2012,"Brooklyn","BK0902","Prospect Lefferts Gardens-Wingate",46549,20891,44.88,25658,55.12,36.8,4599,9.88,7029,15.1,32268,69.32,978,2.1,1675,3.6
"334",2013,"Brooklyn","BK0902","Prospect Lefferts Gardens-Wingate",46920,21076,44.92,25844,55.08,36.8,4678,9.97,7624,16.25,31638,67.43,1056,2.25,1924,4.1
